"","Tumor_1","Tumor_2","Tumor_3","Tumor_4","Tumor_5","Tumor_6","Normal_1","Normal_2","Normal_3","Normal_4","Normal_5","Normal_6"
"GENE_12448",65,56,210,291,103,175,72,105,86,16,115,320
"GENE_12449",54,61,11,96,57,25,25,32,52,7,10,16
"GENE_12450",12,7,26,6,7,10,3,14,6,4,10,20
"GENE_12451",44,30,18,88,41,38,93,19,30,10,68,111
"GENE_12452",261,92,80,147,55,273,14,60,121,12,149,35
"GENE_12453",189,78,197,189,2,148,134,234,10,198,48,61
"GENE_12454",99,48,87,103,83,28,129,51,75,31,53,78
"GENE_12455",39,64,58,105,53,37,3,67,49,22,30,122
"GENE_12456",42,189,46,110,713,135,43,88,510,66,85,177
"GENE_12457",118,226,89,201,79,85,226,153,50,64,535,118
"GENE_12458",45,18,19,29,27,79,12,7,15,16,116,70
"GENE_12459",208,196,383,185,541,352,635,211,315,49,338,53
"GENE_12460",226,238,387,502,202,44,194,499,163,215,120,72
"GENE_12461",53,53,10,16,50,90,166,46,57,53,37,60
"GENE_12462",25,23,15,26,18,115,13,27,34,22,10,11
"GENE_12463",36,6,44,29,69,40,87,111,60,8,73,104
"GENE_12464",37,122,48,23,91,82,131,107,52,77,26,106
"GENE_12465",15,11,10,14,22,10,4,9,3,33,15,3
"GENE_12466",173,83,86,89,97,52,88,133,66,90,154,151
"GENE_12467",132,84,52,72,243,101,337,134,103,40,115,523
"GENE_12468",64,89,210,62,91,70,96,174,70,113,19,55
"GENE_12469",53,148,56,145,24,54,35,112,34,106,24,122
"GENE_12470",19,40,14,7,6,6,27,11,9,18,28,15
"GENE_12471",43,75,71,17,78,22,48,8,33,84,22,10
"GENE_12472",44,6,65,11,22,55,18,55,134,45,26,25
"GENE_12473",43,46,15,46,19,32,28,16,44,45,31,53
"GENE_12474",46,46,60,17,56,7,46,28,45,71,32,38
"GENE_12475",2,20,28,32,92,25,32,15,71,73,8,32
"GENE_12476",24,31,31,24,17,22,6,86,11,120,207,132
"GENE_12477",48,209,313,47,178,43,101,126,194,39,43,17
"GENE_12478",131,81,133,190,50,176,294,276,97,125,153,140
"GENE_12479",61,42,27,21,31,15,47,71,31,42,57,108
"GENE_12480",210,175,88,141,366,72,371,124,512,56,524,172
"GENE_12481",186,38,78,35,128,129,92,146,35,117,31,74
"GENE_12482",21,42,12,22,27,7,34,13,44,14,2,35
"GENE_12483",97,240,187,198,74,326,213,275,257,163,391,584
"GENE_12484",165,581,37,573,77,156,310,644,752,36,231,406
"GENE_12485",46,142,33,39,118,45,13,21,46,90,34,32
"GENE_12486",0,1,2,0,0,0,1,2,2,0,0,0
"GENE_12487",40,25,84,11,61,36,44,30,14,5,6,31
"GENE_12488",71,125,153,8,85,114,178,41,41,209,7,150
"GENE_12489",84,39,95,30,160,19,37,14,8,98,54,55
"GENE_12490",37,49,64,65,19,40,55,41,38,15,20,16
"GENE_12491",62,27,123,64,39,72,65,55,1,88,45,70
"GENE_12492",87,249,86,85,149,4,70,60,103,115,38,84
"GENE_12493",61,51,171,17,87,25,38,99,77,134,70,36
"GENE_12494",161,165,224,62,78,161,120,67,96,126,49,149
"GENE_12495",398,383,181,180,157,139,413,305,203,224,82,279
"GENE_12496",19,48,48,153,15,157,120,272,10,24,136,324
"GENE_12497",151,130,120,132,223,83,321,301,208,187,44,206
"GENE_12498",100,76,70,34,270,177,171,78,83,136,183,89
"GENE_12499",197,214,98,75,104,6,159,30,137,40,91,138
"GENE_12500",95,13,6,13,94,92,99,95,95,70,127,88
"GENE_12501",234,47,37,84,41,32,100,90,89,106,22,84
"GENE_12502",17,84,65,61,36,34,174,124,78,59,277,73
"GENE_12503",21,93,17,58,20,87,2,34,5,11,31,41
"GENE_12504",70,75,50,115,206,210,117,48,61,119,77,160
"GENE_12505",51,98,98,187,389,81,203,74,51,99,150,67
"GENE_12506",325,377,394,379,332,133,235,22,113,47,140,735
"GENE_12507",63,219,179,88,27,33,30,129,13,85,136,60
"GENE_12508",74,120,61,132,118,50,39,24,110,51,70,88
"GENE_12509",64,20,16,34,12,13,1,26,38,12,8,42
"GENE_12510",81,312,80,151,196,10,20,28,157,288,60,73
"GENE_12511",44,164,222,55,36,64,116,23,26,25,121,87
"GENE_12512",36,47,45,10,27,59,59,46,14,42,28,42
"GENE_12513",29,153,95,223,106,101,54,14,19,16,70,172
"GENE_12514",17,10,16,17,38,40,27,6,22,49,32,15
"GENE_12515",315,62,66,214,178,62,129,3,47,18,118,221
"GENE_12516",140,957,346,127,493,23,1159,1344,1029,603,271,64
"GENE_12517",77,90,183,11,111,118,104,113,105,53,10,50
"GENE_12518",74,20,31,117,181,6,66,120,117,67,129,104
"GENE_12519",90,144,28,74,189,305,84,234,346,92,44,81
"GENE_12520",52,100,74,83,65,17,169,35,169,164,66,26
"GENE_12521",125,83,37,46,21,69,96,32,48,57,28,70
"GENE_12522",246,78,14,96,60,24,308,167,11,52,414,240
"GENE_12523",17,16,19,15,11,36,43,20,82,54,4,6
"GENE_12524",116,21,62,59,75,6,75,16,10,30,67,20
"GENE_12525",81,95,186,76,39,55,139,2,55,11,82,39
"GENE_12526",121,79,95,123,136,55,176,131,103,39,109,104
"GENE_12527",159,99,74,224,76,73,18,116,25,138,75,51
"GENE_12528",83,33,52,38,167,161,38,43,95,8,77,79
"GENE_12529",162,53,155,72,61,135,230,372,87,143,134,87
"GENE_12530",85,122,74,112,81,50,292,141,108,213,66,124
"GENE_12531",24,149,30,143,81,30,39,89,30,40,10,49
"GENE_12532",13,20,12,18,15,4,2,5,14,2,5,6
"GENE_12533",219,32,130,148,147,27,113,171,71,79,139,97
"GENE_12534",222,214,24,118,86,57,282,157,73,165,142,37
"GENE_12535",62,40,73,53,12,48,91,78,96,22,35,11
"GENE_12536",24,11,33,25,4,31,39,10,18,24,6,29
"GENE_12537",136,38,10,116,57,121,13,134,18,10,56,35
"GENE_12538",72,54,34,121,145,121,109,78,133,263,146,23
"GENE_12539",284,78,262,159,87,118,241,192,184,23,158,136
"GENE_12540",268,56,109,143,4,269,9,173,116,60,114,246
"GENE_12541",30,34,76,67,4,24,57,83,136,10,105,79
"GENE_12542",442,466,556,117,368,941,213,533,103,433,97,110
"GENE_12543",15,60,93,5,177,166,221,15,186,125,21,96
"GENE_12544",77,13,132,69,60,18,54,113,37,89,41,117
"GENE_12545",104,99,172,233,499,212,247,143,257,131,119,76
"GENE_12546",67,14,215,2,27,67,72,85,126,94,100,78
"GENE_12547",24,30,9,11,19,88,111,107,85,65,13,72
"GENE_12548",13,2,13,12,4,38,7,31,5,15,12,10
"GENE_12549",38,17,11,11,80,10,28,53,21,21,6,9
"GENE_12550",133,197,78,174,49,115,48,50,90,134,270,44
"GENE_12551",26,32,47,59,28,29,72,13,92,32,68,103
"GENE_12552",64,85,63,204,122,104,369,15,78,91,154,176
"GENE_12553",201,222,324,195,491,71,389,48,59,59,216,154
"GENE_12554",1,10,1,3,0,2,4,7,25,11,6,7
"GENE_12555",57,17,15,85,5,36,103,4,33,189,118,9
"GENE_12556",61,75,212,48,87,35,16,146,259,84,183,120
"GENE_12557",29,31,23,24,54,34,33,84,55,41,108,10
"GENE_12558",2,12,4,14,11,69,22,46,54,49,34,35
"GENE_12559",2,23,5,8,9,9,8,23,5,9,2,19
"GENE_12560",348,113,322,339,199,57,66,356,42,151,77,206
"GENE_12561",60,18,24,47,21,70,93,106,12,22,20,19
"GENE_12562",17,31,3,24,21,3,18,16,8,9,33,6
"GENE_12563",730,122,557,76,304,190,137,28,396,67,347,379
"GENE_12564",31,17,49,32,85,20,40,42,49,55,17,85
"GENE_12565",54,39,21,12,9,37,52,55,13,6,34,28
"GENE_12566",15,8,12,30,43,82,41,11,32,29,63,24
"GENE_12567",368,140,78,209,245,178,35,136,213,177,47,95
"GENE_12568",9,2,1,17,1,0,15,3,10,1,14,6
"GENE_12569",8,6,5,16,6,8,21,45,3,3,7,10
"GENE_12570",116,140,174,187,96,143,240,119,115,305,379,96
"GENE_12571",45,11,60,18,124,33,64,23,105,47,84,87
"GENE_12572",131,143,86,328,61,33,86,35,9,68,64,175
"GENE_12573",26,28,14,95,8,44,91,80,22,8,81,63
"GENE_12574",32,16,62,50,34,16,12,46,22,60,15,25
"GENE_12575",166,195,6,202,126,33,215,150,102,37,62,26
"GENE_12576",25,2,23,8,58,33,24,3,22,31,39,24
"GENE_12577",73,61,10,52,79,90,73,72,55,16,135,48
"GENE_12578",60,33,42,11,107,16,128,23,122,6,70,121
"GENE_12579",84,213,177,231,391,158,303,263,85,294,70,217
"GENE_12580",20,165,24,66,169,39,22,136,133,200,37,71
"GENE_12581",56,257,431,201,145,222,12,112,214,216,71,14
"GENE_12582",39,104,88,251,181,160,332,186,92,155,140,18
"GENE_12583",23,8,105,3,15,11,22,10,85,65,19,57
"GENE_12584",75,72,288,124,30,197,126,91,117,99,76,106
"GENE_12585",16,116,87,222,105,32,33,317,69,94,93,113
"GENE_12586",65,16,28,13,135,32,53,45,13,16,38,23
"GENE_12587",199,102,15,83,20,38,69,211,155,10,68,121
"GENE_12588",18,49,86,44,218,250,20,123,291,92,87,104
"GENE_12589",107,33,10,37,45,38,4,69,70,21,63,37
"GENE_12590",797,117,245,216,85,131,196,93,357,159,317,380
"GENE_12591",448,175,106,66,310,110,170,28,123,80,169,106
"GENE_12592",246,91,45,31,114,83,101,35,27,25,149,158
"GENE_12593",29,1,10,40,36,1,2,24,4,15,35,45
"GENE_12594",97,8,72,36,151,28,165,47,31,167,41,110
"GENE_12595",124,101,45,24,34,121,43,29,102,72,42,140
"GENE_12596",165,66,340,154,102,286,143,75,150,195,43,140
"GENE_12597",13,38,24,30,11,13,33,5,34,2,39,11
"GENE_12598",0,17,27,5,5,12,26,4,12,4,41,27
"GENE_12599",417,208,361,355,106,126,228,348,280,497,237,65
"GENE_12600",50,15,139,4,18,42,23,15,34,31,4,5
"GENE_12601",186,55,92,106,64,168,59,60,33,66,200,37
"GENE_12602",265,186,186,73,227,93,184,79,104,21,317,207
"GENE_12603",43,183,156,408,76,136,70,115,65,97,212,27
"GENE_12604",136,124,43,90,83,49,203,97,289,280,252,79
"GENE_12605",119,97,237,115,237,66,42,305,151,152,102,416
"GENE_12606",9,40,13,12,26,18,21,5,20,20,43,84
"GENE_12607",52,8,16,31,71,43,0,29,1,69,17,27
"GENE_12608",74,73,101,140,15,51,214,93,60,24,248,77
"GENE_12609",133,168,250,129,112,18,34,85,181,101,56,32
"GENE_12610",200,166,126,178,55,132,107,81,147,58,104,61
"GENE_12611",48,105,7,25,23,22,3,59,6,17,148,5
"GENE_12612",72,132,171,38,180,95,122,113,95,133,526,354
"GENE_12613",75,70,34,64,14,30,126,90,46,10,22,61
"GENE_12614",5,16,108,46,19,35,189,59,96,16,20,63
"GENE_12615",12,17,25,51,18,34,16,66,3,77,36,12
"GENE_12616",120,45,131,9,104,32,32,27,76,25,71,73
"GENE_12617",26,57,42,13,19,31,11,25,68,47,36,6
"GENE_12618",8,64,15,59,29,10,30,99,144,45,132,24
"GENE_12619",62,80,26,49,20,53,11,6,56,26,24,20
"GENE_12620",45,9,19,22,13,13,22,9,22,6,8,7
"GENE_12621",196,39,430,183,224,245,100,162,74,99,128,132
"GENE_12622",49,29,15,7,58,7,25,7,26,91,55,77
"GENE_12623",4,12,4,0,0,9,20,2,5,8,2,13
"GENE_12624",37,80,26,22,36,72,64,202,57,20,9,63
"GENE_12625",77,94,102,20,14,106,37,155,50,30,6,18
"GENE_12626",27,56,60,87,288,169,167,53,2,135,200,165
"GENE_12627",23,53,129,37,36,34,33,70,17,95,10,10
"GENE_12628",15,20,46,16,69,115,12,13,21,37,14,15
"GENE_12629",45,11,50,34,97,76,12,51,35,56,71,61
"GENE_12630",0,0,0,0,0,0,0,0,0,0,0,0
"GENE_12631",54,139,60,36,181,55,15,121,214,24,74,79
"GENE_12632",223,88,198,176,95,152,277,382,93,205,503,84
"GENE_12633",79,59,20,114,56,23,51,36,120,29,2,23
"GENE_12634",21,8,28,52,9,34,86,29,32,117,44,29
"GENE_12635",83,16,180,105,11,45,50,13,96,39,26,113
"GENE_12636",105,33,18,114,118,100,105,68,103,21,139,63
"GENE_12637",196,273,118,16,438,29,462,148,79,446,171,11
"GENE_12638",38,69,18,91,35,48,26,42,6,36,44,25
"GENE_12639",76,151,104,227,95,39,539,85,289,39,267,195
"GENE_12640",154,221,157,32,30,51,39,101,73,64,3,59
"GENE_12641",49,110,80,95,274,96,422,26,72,73,125,133
"GENE_12642",34,118,26,30,51,116,70,28,137,84,22,29
"GENE_12643",12,31,10,39,7,28,46,30,7,19,59,3
"GENE_12644",167,49,16,43,64,45,86,126,38,9,64,80
"GENE_12645",68,27,16,78,48,77,41,100,60,95,51,92
"GENE_12646",48,58,105,33,79,49,57,61,32,87,23,44
"GENE_12647",83,18,87,121,7,64,184,25,123,18,69,10
"GENE_12648",19,156,172,34,107,90,99,60,272,23,27,116
"GENE_12649",45,19,114,92,60,21,77,124,5,10,53,51
"GENE_12650",150,414,254,175,234,647,322,81,158,60,318,289
"GENE_12651",220,257,140,331,414,118,180,78,289,189,90,125
"GENE_12652",127,113,86,40,3,63,34,43,18,7,82,14
"GENE_12653",150,138,34,103,61,66,116,255,412,55,173,364
"GENE_12654",27,4,8,21,3,10,18,13,4,7,2,1
"GENE_12655",102,277,47,104,52,136,84,30,133,287,13,41
"GENE_12656",11,6,55,7,55,44,65,8,62,22,16,18
"GENE_12657",74,39,144,101,15,51,40,5,176,54,53,109
"GENE_12658",21,46,44,72,18,59,38,23,35,70,143,24
"GENE_12659",42,57,62,59,44,85,14,89,57,121,126,121
"GENE_12660",200,124,267,314,151,228,129,552,182,260,464,339
"GENE_12661",12,9,5,5,6,7,0,25,26,15,24,2
"GENE_12662",237,321,55,245,473,393,195,390,107,109,414,138
"GENE_12663",49,111,31,35,32,150,8,16,32,109,114,62
"GENE_12664",151,78,419,250,41,41,252,223,193,302,669,237
"GENE_12665",3,17,6,3,21,2,4,19,2,5,19,10
"GENE_12666",102,86,208,143,66,85,47,6,57,129,119,67
"GENE_12667",44,32,40,43,64,18,59,45,19,95,200,102
"GENE_12668",304,145,109,130,311,174,243,262,76,117,132,70
"GENE_12669",51,48,31,42,123,5,18,14,45,18,8,41
"GENE_12670",101,153,75,33,116,34,51,92,29,46,164,33
"GENE_12671",30,22,18,31,9,30,14,37,36,7,41,40
"GENE_12672",86,33,144,105,69,8,9,148,89,141,78,115
"GENE_12673",16,18,81,59,72,51,36,43,44,35,82,30
"GENE_12674",15,87,103,155,37,179,61,52,233,200,38,84
"GENE_12675",53,45,27,14,109,165,77,90,122,73,252,51
"GENE_12676",9,8,6,9,13,1,11,19,21,13,10,1
"GENE_12677",53,84,59,86,128,111,106,13,175,43,97,73
"GENE_12678",108,213,277,160,60,237,83,158,305,37,139,403
"GENE_12679",14,328,151,44,117,64,120,106,132,77,28,24
"GENE_12680",114,503,100,115,53,195,321,132,105,309,60,130
"GENE_12681",31,19,6,27,34,31,22,9,5,52,2,13
"GENE_12682",38,14,18,12,15,67,64,20,26,47,17,33
"GENE_12683",103,126,115,151,17,63,53,31,118,120,123,49
"GENE_12684",86,20,132,46,55,29,28,212,39,6,28,51
"GENE_12685",4,26,4,17,11,1,6,15,13,12,18,10
"GENE_12686",108,41,204,49,282,233,72,186,55,168,197,86
"GENE_12687",35,46,82,31,148,30,41,43,98,76,56,151
"GENE_12688",30,96,3,20,57,11,31,111,17,45,37,78
"GENE_12689",79,107,127,145,233,66,56,40,113,112,202,540
"GENE_12690",190,628,151,283,178,26,193,101,96,234,217,106
"GENE_12691",25,36,81,35,29,69,30,29,39,153,49,14
"GENE_12692",79,126,53,97,121,160,246,92,73,102,36,21
"GENE_12693",42,13,0,8,36,6,32,35,56,5,13,47
"GENE_12694",38,110,16,47,55,99,47,160,24,15,54,175
"GENE_12695",36,80,57,15,52,26,5,43,76,40,22,33
"GENE_12696",4,19,9,10,17,2,1,15,19,31,4,6
"GENE_12697",17,19,39,38,30,173,25,39,22,39,102,121
"GENE_12698",15,87,63,33,47,63,2,23,78,66,9,35
"GENE_12699",316,216,350,26,200,217,53,26,69,22,134,492
"GENE_12700",4,9,9,27,1,13,8,24,24,35,83,15
"GENE_12701",30,48,11,40,221,307,166,122,162,99,45,42
"GENE_12702",101,46,60,145,41,93,77,186,198,42,190,48
"GENE_12703",59,53,14,17,52,28,39,87,20,0,49,102
"GENE_12704",28,16,17,174,90,61,33,31,24,166,68,111
"GENE_12705",30,123,35,46,47,83,85,15,29,7,59,68
"GENE_12706",112,127,121,120,8,111,48,34,55,81,388,245
"GENE_12707",20,84,40,28,36,27,54,0,30,39,27,32
"GENE_12708",218,540,252,472,219,523,224,556,207,281,158,114
"GENE_12709",65,19,153,29,13,56,112,29,61,58,59,33
"GENE_12710",47,117,64,96,35,210,129,70,56,59,58,87
"GENE_12711",296,87,128,246,94,180,93,101,45,149,6,235
"GENE_12712",167,92,44,175,11,98,140,9,31,46,10,108
"GENE_12713",69,69,108,92,52,39,20,174,204,4,258,173
"GENE_12714",87,30,61,152,43,54,27,199,160,14,51,21
"GENE_12715",25,36,8,50,229,42,21,10,69,33,85,21
"GENE_12716",41,81,221,110,123,149,99,173,44,13,97,10
"GENE_12717",42,21,32,23,106,100,32,36,59,23,39,14
"GENE_12718",37,118,57,18,26,98,159,9,3,43,106,41
"GENE_12719",179,254,213,97,112,46,61,192,252,180,111,80
"GENE_12720",33,33,88,93,17,44,19,64,55,152,29,84
"GENE_12721",42,6,9,66,75,17,36,43,9,91,22,7
"GENE_12722",366,36,179,417,351,436,195,278,221,407,621,212
"GENE_12723",117,22,90,11,86,26,22,14,24,76,54,75
"GENE_12724",197,169,190,75,128,123,251,259,509,204,133,175
"GENE_12725",15,38,74,144,43,28,23,11,68,54,86,35
"GENE_12726",29,15,14,31,6,34,20,7,56,8,28,5
"GENE_12727",6,98,4,51,16,85,49,46,18,103,16,12
"GENE_12728",37,106,116,75,80,116,70,58,70,57,40,137
"GENE_12729",20,106,160,18,132,32,266,69,46,50,130,63
"GENE_12730",3,0,1,0,0,0,0,1,1,0,4,0
"GENE_12731",31,113,84,125,76,35,93,121,169,181,117,49
"GENE_12732",244,158,77,234,4,327,26,86,140,82,121,20
"GENE_12733",140,22,155,55,64,78,115,30,137,31,65,153
"GENE_12734",81,31,158,38,45,16,79,245,46,48,61,182
"GENE_12735",31,26,65,209,114,86,69,74,47,96,18,52
"GENE_12736",250,84,13,217,19,36,65,42,128,27,27,119
"GENE_12737",32,43,18,23,19,82,37,157,225,4,44,27
"GENE_12738",8,52,7,7,13,33,10,13,11,7,8,17
"GENE_12739",178,256,168,146,60,230,124,87,74,87,31,369
"GENE_12740",174,292,178,100,74,34,564,329,62,151,156,614
"GENE_12741",41,29,141,194,67,249,158,159,155,238,238,273
"GENE_12742",53,215,124,373,421,90,67,284,125,474,126,385
"GENE_12743",33,81,86,8,105,98,65,141,19,24,208,46
"GENE_12744",5,264,127,107,222,56,136,78,264,283,221,244
"GENE_12745",24,18,15,17,52,34,21,99,44,11,66,9
"GENE_12746",75,37,33,29,60,32,49,7,32,31,13,29
"GENE_12747",275,217,135,78,227,323,109,92,308,562,280,217
"GENE_12748",228,256,675,40,228,280,199,470,196,288,258,224
"GENE_12749",127,8,127,100,27,71,279,154,41,46,150,35
"GENE_12750",22,354,162,133,71,310,356,249,158,224,198,30
"GENE_12751",62,93,9,55,14,57,48,22,53,62,38,11
"GENE_12752",46,59,31,66,89,60,77,40,28,142,107,75
"GENE_12753",234,37,21,186,137,46,114,78,75,202,107,234
"GENE_12754",89,68,187,31,49,207,92,7,82,56,22,74
"GENE_12755",68,146,162,143,82,121,53,135,72,105,175,84
"GENE_12756",102,94,48,7,32,80,87,149,76,144,9,71
"GENE_12757",68,25,31,255,142,56,125,23,90,69,102,197
"GENE_12758",79,57,53,62,33,70,20,18,162,246,42,127
"GENE_12759",2,21,19,37,36,33,7,16,16,21,21,18
"GENE_12760",27,10,11,20,10,0,48,40,8,48,13,10
"GENE_12761",3,21,7,5,0,2,4,1,2,17,8,0
"GENE_12762",4,17,7,6,0,9,12,1,6,5,16,2
"GENE_12763",14,2,14,7,8,24,26,3,4,74,14,29
"GENE_12764",108,44,87,93,134,189,195,36,144,427,17,182
"GENE_12765",25,19,11,41,56,26,109,185,92,117,12,63
"GENE_12766",62,11,161,121,191,159,239,42,218,101,53,87
"GENE_12767",192,393,71,257,118,98,189,163,103,161,144,346
"GENE_12768",29,43,36,88,187,26,31,16,97,22,11,35
"GENE_12769",136,282,75,40,51,147,146,277,103,399,581,141
"GENE_12770",279,177,523,123,474,401,1032,84,147,83,115,214
"GENE_12771",227,304,79,303,178,149,126,340,60,156,21,218
"GENE_12772",126,31,33,21,22,67,36,12,64,27,55,69
"GENE_12773",21,57,36,33,61,17,41,67,80,86,19,62
"GENE_12774",74,106,35,172,55,59,35,72,30,56,182,56
"GENE_12775",42,27,19,23,13,39,41,13,22,45,52,9
"GENE_12776",7,10,153,113,133,34,151,21,64,54,1,87
"GENE_12777",93,19,117,20,7,25,46,20,77,35,11,10
"GENE_12778",26,66,150,52,75,221,42,152,30,81,24,198
"GENE_12779",138,132,63,252,164,61,284,192,19,219,211,124
"GENE_12780",158,224,311,48,329,243,238,172,367,136,114,467
"GENE_12781",241,27,122,208,43,173,41,32,73,139,155,43
"GENE_12782",150,96,75,43,164,187,36,110,62,41,26,222
"GENE_12783",81,49,25,174,52,45,36,74,241,31,26,194
"GENE_12784",116,133,176,26,254,172,227,141,139,135,149,95
"GENE_12785",174,251,73,187,88,458,270,198,242,159,155,6
"GENE_12786",45,118,191,70,286,295,61,242,177,92,218,150
"GENE_12787",34,14,11,9,40,1,40,11,12,40,21,14
"GENE_12788",71,67,117,131,164,13,58,59,47,55,112,49
"GENE_12789",98,83,76,47,76,25,19,33,50,19,182,69
"GENE_12790",145,69,130,248,23,153,225,38,70,103,227,259
"GENE_12791",205,18,161,157,9,99,93,61,174,9,98,57
"GENE_12792",7,23,93,102,85,51,27,66,23,57,61,27
"GENE_12793",109,56,109,37,80,108,53,131,33,39,53,210
"GENE_12794",8,8,13,7,13,7,14,5,48,11,2,18
"GENE_12795",237,21,32,169,220,195,17,52,212,461,287,150
"GENE_12796",224,80,34,88,339,160,68,116,98,660,92,117
"GENE_12797",121,126,139,150,232,192,87,96,58,103,96,119
"GENE_12798",1,5,6,4,3,2,2,4,2,1,2,4
"GENE_12799",292,149,128,128,152,337,26,476,53,71,185,611
"GENE_12800",13,67,67,8,93,19,28,86,54,26,114,50
"GENE_12801",51,152,4,23,99,131,84,164,341,80,17,87
"GENE_12802",381,359,341,311,255,484,260,278,194,148,117,416
"GENE_12803",163,50,128,32,51,143,93,117,55,184,64,36
"GENE_12804",6,28,142,64,66,57,7,23,36,39,17,38
"GENE_12805",84,99,79,76,111,21,59,68,78,47,21,49
"GENE_12806",134,239,181,222,140,35,56,262,268,164,105,59
"GENE_12807",28,19,2,15,11,55,58,89,102,42,7,122
"GENE_12808",34,19,19,105,226,106,13,80,36,63,23,65
"GENE_12809",46,14,115,32,192,212,70,141,187,158,143,138
"GENE_12810",5,97,65,56,88,140,18,17,1,20,92,39
"GENE_12811",2,0,5,1,15,0,3,4,0,3,3,1
"GENE_12812",93,42,26,63,42,50,15,30,56,7,7,14
"GENE_12813",10,27,55,35,35,78,16,92,19,59,29,60
"GENE_12814",36,42,27,115,157,137,52,93,100,178,40,33
"GENE_12815",2,3,3,3,2,11,4,6,4,7,9,7
"GENE_12816",14,255,191,280,82,194,311,57,307,71,198,165
"GENE_12817",60,188,108,98,46,68,19,44,162,27,77,60
"GENE_12818",186,68,155,33,95,115,49,187,112,241,113,74
"GENE_12819",5,8,11,3,4,17,1,4,1,10,5,6
"GENE_12820",6,38,39,8,12,15,10,4,33,26,48,21
"GENE_12821",44,53,29,46,8,26,13,66,23,6,55,120
"GENE_12822",94,134,38,57,41,189,29,128,321,47,281,112
"GENE_12823",54,22,32,23,37,8,23,12,12,5,57,63
"GENE_12824",37,102,8,19,9,24,10,34,68,14,18,31
"GENE_12825",43,349,295,49,57,157,9,631,93,338,101,164
"GENE_12826",0,20,22,20,49,31,31,20,8,109,22,11
"GENE_12827",26,69,31,66,77,52,9,36,83,164,3,87
"GENE_12828",699,375,260,795,392,335,364,510,392,84,206,147
"GENE_12829",82,74,139,80,23,65,24,45,36,32,69,26
"GENE_12830",93,79,54,7,16,36,27,85,112,90,53,12
"GENE_12831",289,589,254,145,105,447,12,174,34,119,255,372
"GENE_12832",43,53,71,51,14,148,91,78,72,27,24,58
"GENE_12833",154,115,181,99,597,68,694,319,362,306,142,98
"GENE_12834",37,2,33,19,17,19,60,29,7,4,7,23
"GENE_12835",48,191,28,120,203,41,188,152,52,93,144,96
"GENE_12836",141,71,19,11,53,153,346,22,243,130,226,82
"GENE_12837",75,76,31,61,36,50,4,70,24,90,13,53
"GENE_12838",747,322,637,1089,378,171,413,171,168,238,199,130
"GENE_12839",20,26,3,18,7,43,40,37,27,24,22,12
"GENE_12840",183,146,101,276,182,94,37,35,112,45,225,11
"GENE_12841",329,48,60,66,89,41,108,216,47,155,85,102
"GENE_12842",59,48,78,21,45,58,37,27,79,48,119,66
"GENE_12843",232,157,96,99,115,208,242,121,241,94,19,37
"GENE_12844",45,12,98,95,134,75,55,93,57,32,75,49
"GENE_12845",122,73,42,32,39,26,38,78,30,71,22,10
"GENE_12846",90,220,70,32,116,96,174,99,147,77,56,41
"GENE_12847",24,88,82,71,61,77,95,52,83,62,27,55
"GENE_12848",148,230,339,195,118,621,13,182,227,637,224,311
"GENE_12849",141,38,22,149,30,79,77,29,11,170,56,109
"GENE_12850",8,31,2,3,18,17,8,15,8,4,25,16
"GENE_12851",31,104,22,47,53,57,130,13,41,96,45,43
"GENE_12852",24,128,4,13,56,12,15,52,59,6,57,8
"GENE_12853",57,147,52,143,130,126,15,163,53,140,328,8
"GENE_12854",168,329,640,299,389,472,209,143,208,313,188,155
"GENE_12855",34,29,88,26,250,22,122,79,237,34,24,47
"GENE_12856",83,149,41,106,40,221,222,105,83,103,348,84
"GENE_12857",267,241,85,82,340,202,113,98,241,129,149,328
"GENE_12858",25,48,14,65,56,33,65,177,33,92,49,67
"GENE_12859",26,113,48,26,110,91,157,318,22,73,164,120
"GENE_12860",165,135,139,48,31,109,110,101,85,135,82,127
"GENE_12861",148,216,21,302,219,416,21,37,142,75,153,195
"GENE_12862",33,35,16,97,56,69,42,55,19,97,96,49
"GENE_12863",73,73,153,168,196,59,158,27,39,69,113,8
"GENE_12864",26,99,66,25,14,124,17,98,52,41,111,33
"GENE_12865",16,42,51,61,82,93,61,14,29,13,119,17
"GENE_12866",276,50,119,119,129,90,105,33,66,99,78,93
"GENE_12867",219,80,63,159,93,83,82,80,227,8,179,32
"GENE_12868",14,27,9,36,94,36,23,31,50,24,27,43
"GENE_12869",128,113,53,84,59,49,234,11,146,107,312,17
"GENE_12870",12,6,0,16,4,5,4,2,8,0,0,8
"GENE_12871",165,254,151,290,1138,81,41,57,83,274,145,346
"GENE_12872",121,15,30,34,3,115,5,42,65,92,90,36
"GENE_12873",31,47,14,25,8,55,26,76,28,42,29,10
"GENE_12874",11,72,36,81,73,16,20,27,25,78,90,28
"GENE_12875",151,37,247,63,61,51,22,101,115,39,22,39
"GENE_12876",481,382,101,75,165,279,224,135,45,163,64,39
"GENE_12877",80,68,44,7,54,69,59,198,97,3,59,45
"GENE_12878",36,73,213,37,61,42,41,37,21,62,90,192
"GENE_12879",50,182,66,127,260,128,196,119,277,151,149,72
